,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,60073,5292,4493,1620,0,4562
Queens,13409,37137,6615,2385,0,4482
Bronx,10167,5908,31561,1809,0,3156
Brooklyn,12950,7525,6389,53731,0,3358
Staten Island,38,22,18,6,421,63
