,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,253008,17514,10768,19756,0,19215
Queens,8366,48779,7433,13636,0,5887
Bronx,4268,6167,30693,6956,0,3069
Brooklyn,15241,22023,13541,101611,0,6350
Staten Island,42,60,37,68,1014,152
