,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,138952,12241,10393,3748,0,10553
Queens,30822,85366,15207,5484,0,10302
Bronx,17222,10007,53460,3064,0,5346
Brooklyn,27484,15969,13560,114028,0,7126
Staten Island,104,60,51,18,1147,172
