,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,1217064,84251,51802,95034,0,92435
Queens,26761,156026,23775,43617,0,18830
Bronx,13042,18845,93786,21257,0,9378
Brooklyn,54659,78979,48561,364401,0,22775
Staten Island,181,262,161,296,4388,661
