,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,256268,17740,10907,20010,0,19463
Queens,8798,51300,7817,14341,0,6191
Bronx,4053,5857,29148,6606,0,2914
Brooklyn,15714,22705,13960,104760,0,6547
Staten Island,42,61,37,69,1024,154
