,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,219672,15206,9350,17153,0,16684
Queens,8004,46667,7111,13046,0,5632
Bronx,4053,5857,29148,6606,0,2914
Brooklyn,14265,20612,12673,95103,0,5943
Staten Island,36,52,32,58,873,131
