,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,319142,22092,13583,24920,0,24238
Queens,11443,66721,10167,18651,0,8052
Bronx,5575,8055,40091,9087,0,4009
Brooklyn,20128,29083,17882,134188,0,8386
Staten Island,55,80,49,90,1337,201
