,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,193715,17065,14490,5225,0,14712
Queens,38214,105839,18854,6799,0,12773
Bronx,20312,11802,63052,3614,0,6305
Brooklyn,35282,20500,17407,146380,0,9148
Staten Island,131,76,65,23,1444,217
