,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,725692,50235,30888,56665,0,55115
Queens,19752,115161,17548,32193,0,13898
Bronx,8116,11728,58367,13229,0,5836
Brooklyn,36636,52936,32548,244243,0,15265
Staten Island,71,103,63,116,1733,261
