,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,722783,50034,30764,56438,0,54894
Queens,23750,138471,21100,38709,0,16712
Bronx,11685,16884,84027,19045,0,8402
Brooklyn,42298,61117,37578,281988,0,17624
Staten Island,122,176,108,199,2956,445
