,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,320156,22162,13627,24999,0,24315
Queens,10145,59153,9013,16536,0,7139
Bronx,5301,7659,38118,8639,0,3811
Brooklyn,18939,27365,16825,126261,0,7891
Staten Island,45,65,40,73,1087,163
