,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,56904,5013,4256,1535,0,4321
Queens,12877,35665,6353,2291,0,4304
Bronx,10034,5830,31146,1785,0,3114
Brooklyn,12459,7239,6147,51694,0,3230
Staten Island,40,23,20,7,448,67
