,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,44683,3936,3342,1205,0,3393
Queens,8102,22441,3997,1441,0,2708
Bronx,7790,4526,24181,1386,0,2418
Brooklyn,9220,5357,4549,38256,0,2391
Staten Island,27,15,13,4,300,45
