,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,750066,66077,56106,20233,0,56967
Queens,96660,267709,47690,17198,0,32309
Bronx,45199,26263,140303,8042,0,14030
Brooklyn,107191,62283,52885,444721,0,27795
Staten Island,413,240,203,73,4530,682
