,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,790269,69618,59114,21318,0,60020
Queens,103079,285486,50856,18340,0,34455
Bronx,50812,29524,157724,9040,0,15772
Brooklyn,115430,67070,56950,478903,0,29931
Staten Island,452,263,223,80,4964,748
