,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,67387,4664,2868,5261,0,5118
Queens,2765,16126,2457,4508,0,1946
Bronx,2284,3301,16430,3724,0,1643
Brooklyn,5166,7465,4589,34442,0,2152
Staten Island,9,14,8,16,239,36
