,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,164302,14474,12290,4432,0,12478
Queens,34495,95538,17019,6137,0,11530
Bronx,19535,11350,60638,3475,0,6063
Brooklyn,31056,18045,15322,128850,0,8053
Staten Island,112,65,55,19,1230,185
