,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,276315,19127,11760,21576,0,20985
Queens,9271,54057,8237,15111,0,6524
Bronx,4284,6191,30812,6983,0,3081
Brooklyn,16922,24452,15034,112820,0,7051
Staten Island,43,62,38,70,1048,157
