,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,319639,22126,13605,24959,0,24276
Queens,10905,63583,9688,17774,0,7673
Bronx,5688,8219,40907,9272,0,4090
Brooklyn,19103,27603,16972,127358,0,7959
Staten Island,42,61,37,69,1032,155
