,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,320280,22171,13632,25009,0,24325
Queens,10725,62531,9528,17480,0,7546
Bronx,5515,7969,39661,8989,0,3966
Brooklyn,19283,27863,17132,128560,0,8035
Staten Island,44,64,39,72,1077,162
