,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,127113,8799,5410,9925,0,9654
Queens,4993,29111,4436,8138,0,3513
Bronx,3118,4506,22425,5082,0,2242
Brooklyn,9216,13317,8188,61443,0,3840
Staten Island,19,27,16,31,459,69
