,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,167021,14713,12493,4505,0,12685
Queens,35204,97500,17368,6263,0,11767
Bronx,20041,11645,62209,3565,0,6220
Brooklyn,32284,18758,15928,133942,0,8371
Staten Island,123,71,60,21,1352,203
