,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,73355,5078,3122,5727,0,5571
Queens,3055,17814,2714,4980,0,2150
Bronx,2532,3659,18213,4128,0,1821
Brooklyn,5909,8538,5250,39396,0,2462
Staten Island,11,16,10,18,279,42
