,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,61683,5434,4614,1663,0,4684
Queens,14020,38832,6917,2494,0,4686
Bronx,10596,6157,32892,1885,0,3289
Brooklyn,13234,7689,6529,54906,0,3431
Staten Island,42,24,21,7,468,70
