,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,265382,18371,11295,20722,0,20155
Queens,9570,55799,8502,15598,0,6734
Bronx,4528,6543,32563,7380,0,3256
Brooklyn,16977,24531,15083,113185,0,7074
Staten Island,42,62,38,70,1038,156
