,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,48825,4301,3652,1317,0,3708
Queens,9609,26613,4740,1709,0,3211
Bronx,8742,5079,27138,1555,0,2713
Brooklyn,10214,5935,5039,42380,0,2648
Staten Island,33,19,16,5,367,55
