,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,167009,14712,12492,4505,0,12684
Queens,35156,97369,17345,6255,0,11751
Bronx,19607,11393,60863,3488,0,6086
Brooklyn,32494,18881,16032,134816,0,8426
Staten Island,119,69,58,21,1308,197
