,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,1290415,89328,54924,100762,0,98006
Queens,26121,152297,23207,42574,0,18380
Bronx,12971,18743,93278,21142,0,9327
Brooklyn,55753,80559,49532,371690,0,23230
Staten Island,210,304,187,343,5093,767
