,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,204982,14189,8724,16006,0,15568
Queens,7827,45636,6954,12757,0,5507
Bronx,4293,6203,30871,6997,0,3087
Brooklyn,13686,19776,12159,91245,0,5702
Staten Island,26,37,23,42,635,95
