,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,200192,17635,14974,5400,0,15204
Queens,40706,112740,20083,7242,0,13606
Bronx,21584,12541,66999,3840,0,6699
Brooklyn,36773,21367,18143,152568,0,9535
Staten Island,123,71,61,22,1357,204
