,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,364369,25223,15508,28451,0,27673
Queens,12692,73999,11276,20686,0,8931
Bronx,6097,8809,43843,9937,0,4384
Brooklyn,22662,32745,20133,151081,0,9442
Staten Island,60,87,53,98,1465,220
