,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,161758,14250,12099,4363,0,12285
Queens,34052,94312,16800,6058,0,11382
Bronx,18454,10723,57285,3283,0,5728
Brooklyn,31242,18153,15414,129619,0,8101
Staten Island,108,63,53,19,1192,179
