,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,277730,19225,11821,21686,0,21093
Queens,10026,58460,8908,16342,0,7055
Bronx,4567,6599,32842,7443,0,3284
Brooklyn,17951,25938,15948,119676,0,7479
Staten Island,42,61,37,69,1030,155
