,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,109231,7561,4649,8529,0,8296
Queens,4713,27479,4187,7681,0,3316
Bronx,3097,4475,22275,5048,0,2227
Brooklyn,8531,12327,7579,56876,0,3554
Staten Island,16,23,14,26,392,59
