,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,110577,9741,8271,2982,0,8398
Queens,25490,70598,12576,4535,0,8520
Bronx,14874,8642,46170,2646,0,4617
Brooklyn,22639,13154,11169,93928,0,5870
Staten Island,83,48,41,14,913,137
