,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,234188,16211,9967,18286,0,17786
Queens,8469,49378,7524,13803,0,5959
Bronx,4074,5887,29299,6641,0,2929
Brooklyn,14660,21183,13025,97740,0,6108
Staten Island,38,55,34,63,934,140
