,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,195742,17243,14642,5280,0,14866
Queens,39254,108718,19367,6984,0,13121
Bronx,21316,12386,66169,3792,0,6616
Brooklyn,36122,20989,17822,149867,0,9366
Staten Island,120,69,59,21,1317,198
