,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,118848,10469,8890,3206,0,9026
Queens,26690,73922,13168,4748,0,8921
Bronx,15508,9011,48141,2759,0,4814
Brooklyn,23506,13658,11597,97527,0,6095
Staten Island,86,50,42,15,949,143
