,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,195201,17196,14601,5265,0,14825
Queens,39998,110778,19734,7116,0,13369
Bronx,21493,12488,66718,3824,0,6671
Brooklyn,36123,20989,17822,149872,0,9367
Staten Island,136,79,67,24,1495,225
