,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,71339,4938,3036,5570,0,5418
Queens,2881,16800,2560,4696,0,2027
Bronx,2421,3498,17410,3946,0,1741
Brooklyn,5698,8233,5062,37990,0,2374
Staten Island,10,15,9,17,264,39
