,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,1199802,83056,51067,93686,0,91124
Queens,25179,146801,22369,41038,0,17717
Bronx,12220,17657,87876,19918,0,8787
Brooklyn,52112,75298,46298,347418,0,21713
Staten Island,192,277,170,313,4644,699
