,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,1271687,88032,54127,99299,0,96583
Queens,25946,151279,23052,42290,0,18257
Bronx,12282,17747,88321,20018,0,8832
Brooklyn,54492,78738,48412,363287,0,22705
Staten Island,198,286,176,323,4790,721
