,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,420355,37031,31443,11339,0,31925
Queens,60797,168383,29995,10817,0,20322
Bronx,28417,16512,88210,5056,0,8821
Brooklyn,61648,35821,30416,255771,0,15985
Staten Island,160,93,79,28,1758,264
