,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,592989,52239,44357,15996,0,45037
Queens,90983,251986,44889,16188,0,30412
Bronx,46991,27304,145866,8361,0,14586
Brooklyn,99265,57678,48975,411836,0,25739
Staten Island,395,229,195,70,4338,653
