,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,1250291,86551,53216,97629,0,94958
Queens,26521,154630,23562,43227,0,18662
Bronx,12765,18445,91797,20806,0,9179
Brooklyn,55726,80520,49509,371512,0,23219
Staten Island,177,256,157,288,4279,644
