,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,80852,5596,3441,6313,0,6140
Queens,3345,19504,2972,5452,0,2353
Bronx,2757,3983,19825,4493,0,1982
Brooklyn,6470,9348,5748,43134,0,2695
Staten Island,13,18,11,21,315,47
