,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,271737,18810,11566,21218,0,20638
Queens,9271,54054,8236,15110,0,6523
Bronx,4171,6027,29996,6798,0,2999
Brooklyn,16521,23872,14678,110145,0,6884
Staten Island,42,61,37,69,1025,154
