,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,132147,9147,5624,10318,0,10036
Queens,5327,31062,4733,8683,0,3748
Bronx,3267,4721,23496,5325,0,2349
Brooklyn,9964,14398,8852,66431,0,4151
Staten Island,20,29,17,32,486,73
