,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,307056,21255,13069,23976,0,23320
Queens,10908,63597,9691,17778,0,7675
Bronx,5372,7762,38629,8755,0,3862
Brooklyn,19571,28278,17387,130475,0,8154
Staten Island,53,77,47,87,1300,195
