,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,109516,9647,8192,2954,0,8317
Queens,24956,69119,12312,4440,0,8341
Bronx,15291,8885,47466,2720,0,4746
Brooklyn,22198,12898,10952,92099,0,5756
Staten Island,82,48,40,14,905,136
