,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,86933,6017,3700,6788,0,6602
Queens,3645,21255,3238,5941,0,2565
Bronx,2688,3885,19334,4382,0,1933
Brooklyn,6760,9769,6006,45073,0,2817
Staten Island,13,19,11,21,318,47
