,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,152868,13467,11434,4123,0,11610
Queens,33424,92573,16491,5947,0,11172
Bronx,18873,10966,58585,3358,0,5858
Brooklyn,30207,17551,14903,125324,0,7832
Staten Island,116,67,57,20,1276,192
