,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,812369,71565,60767,21914,0,61698
Queens,109783,304054,54164,19533,0,36696
Bronx,53426,31043,165838,9505,0,16583
Brooklyn,122612,71244,60494,508703,0,31793
Staten Island,506,294,249,90,5547,835
