,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,303648,21019,12924,23710,0,23061
Queens,10754,62700,9554,17527,0,7567
Bronx,5192,7502,37336,8462,0,3733
Brooklyn,19545,28241,17364,130303,0,8143
Staten Island,50,72,44,81,1213,182
