,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,357132,24722,15200,27886,0,27124
Queens,12498,72871,11104,20371,0,8794
Bronx,6313,9122,45396,10289,0,4539
Brooklyn,22410,32381,19909,149402,0,9337
Staten Island,60,87,53,98,1466,220
