,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,350976,24296,14938,27406,0,26656
Queens,12271,71545,10902,20000,0,8634
Bronx,6147,8882,44206,10019,0,4420
Brooklyn,21808,31511,19375,145391,0,9086
Staten Island,58,85,52,95,1421,214
