,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,351142,24307,14945,27418,0,26669
Queens,12354,72029,10975,20135,0,8693
Bronx,6242,9019,44887,10174,0,4488
Brooklyn,21820,31528,19385,145468,0,9091
Staten Island,57,83,51,94,1397,210
