,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,113030,9957,8454,3049,0,8584
Queens,26824,74291,13234,4772,0,8966
Bronx,15060,8750,46747,2679,0,4674
Brooklyn,22913,13314,11305,95066,0,5941
Staten Island,83,48,41,14,916,138
