,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,115962,10215,8674,3128,0,8807
Queens,26388,73085,13019,4695,0,8820
Bronx,14756,8574,45805,2625,0,4580
Brooklyn,23292,13534,11492,96638,0,6039
Staten Island,86,50,42,15,950,143
