,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,263949,18271,11234,20610,0,20046
Queens,9189,53580,8164,14978,0,6466
Bronx,4288,6196,30837,6989,0,3083
Brooklyn,16081,23235,14286,107207,0,6700
Staten Island,41,59,36,66,992,149
