,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,808419,71217,60471,21807,0,61398
Queens,105627,292543,52113,18793,0,35306
Bronx,51086,29684,158577,9089,0,15857
Brooklyn,118710,68976,58568,492511,0,30781
Staten Island,487,283,240,86,5348,805
