,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,324152,22439,13797,25311,0,24619
Queens,10452,60941,9286,17036,0,7354
Bronx,5614,8112,40371,9150,0,4037
Brooklyn,19643,28382,17451,130955,0,8184
Staten Island,50,73,45,83,1230,185
