,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,75319,5213,3205,5881,0,5720
Queens,3178,18530,2823,5180,0,2236
Bronx,2549,3683,18331,4154,0,1833
Brooklyn,6072,8774,5394,40483,0,2530
Staten Island,11,16,10,18,279,42
