,Manhattan,Queens,Bronx,Brooklyn,Staten Island,Out of City
Manhattan,117756,10373,8808,3176,0,8943
Queens,26799,74223,13222,4768,0,8958
Bronx,15662,9100,48616,2786,0,4861
Brooklyn,23872,13871,11778,99045,0,6190
Staten Island,90,52,44,16,986,148
